today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
12/15/14,Jinkelyn Antatico,PH061910025_CA340,0,1,1,1,0,0,1,3,1,0,3,5,8,OK,free_private,no,n/a,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree,agree,disagree,disagree,disagree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree_strongly,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:3714adb1-8c4a-43d9-9f42-3d6a7b6f476c,3714adb1-8c4a-43d9-9f42-3d6a7b6f476c,2014-12-16T15:29:04
12/15/14,Jon Bernadette Lema,PH061902017_CA048,0,0,0,1,0,0,0,0,1,1,1,2,3,OK,free_private,yes,male,0,0,2,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,disagree,disagree,agree_strongly,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,na,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:820feb29-031c-4ec5-ba82-3ce010f0ecf3,820feb29-031c-4ec5-ba82-3ce010f0ecf3,2014-12-16T15:29:06
12/15/14,Jame Marie Sian,PH061902002_CA011,0,0,1,2,0,0,0,1,0,1,3,2,5,OK,free_private,yes,male,0,0,0,other,Laborer(lechon),other,"Laborer(lechon), construction worker.",agree_strongly,agree,na,unsure,agree_strongly,agree_strongly,disagree,agree_strongly,neither,neither,agree,agree,agree,agree,agree_strongly,neither,agree,agree,agree,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree,uuid:dac5e3db-dda2-4b23-ad79-5a7d31824e00,dac5e3db-dda2-4b23-ad79-5a7d31824e00,2014-12-16T15:31:56
12/15/14,Jame Marie Sian,PH061902015_CA034,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree_strongly,neither,neither,neither,neither,agree_strongly,disagree,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,uuid:269d4a84-18f1-4755-a070-8d7044d8a5a0,269d4a84-18f1-4755-a070-8d7044d8a5a0,2014-12-16T15:31:57
12/15/14,Jame Marie Sian,PH061902014_CA028,0,0,1,1,1,0,0,0,1,0,3,1,4,OK,free_private,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree_strongly,na,agree,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,neither,agree,agree,agree_strongly,na,agree_strongly,neither,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:dc327575-6969-406b-a2f7-368496e123ad,dc327575-6969-406b-a2f7-368496e123ad,2014-12-16T15:31:58
12/15/14,Jame Marie Sian,PH061902020_CA069,0,0,0,0,0,0,0,0,0,4,0,4,4,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,neither,agree,na,agree,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,uuid:c54e8de7-d87d-4f47-9691-7891a40bba75,c54e8de7-d87d-4f47-9691-7891a40bba75,2014-12-16T15:31:59
12/15/14,Jame Marie Sian,PH061902017_CA053,1,0,0,1,0,0,0,0,1,0,2,1,3,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree,na,na,na,na,agree_strongly,agree_strongly,na,disagree,na,agree_strongly,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,uuid:8fcad41c-2839-496a-bac2-163592a45dbe,8fcad41c-2839-496a-bac2-163592a45dbe,2014-12-16T15:32:01
12/15/14,Jame Marie Sian,PH061902017_CA054,0,2,2,1,0,0,0,0,1,0,5,1,6,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,na,agree_strongly,neither,neither,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,na,neither,disagree,agree,agree_strongly,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:abc9f6d1-f712-47b0-99cd-5bacb2d239b1,abc9f6d1-f712-47b0-99cd-5bacb2d239b1,2014-12-16T15:32:03
12/15/14,Jame Marie Sian,PH061902017_CA056,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,other,Laborer,other,Laborer,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree_strongly,na,disagree,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,neither,disagree,na,agree_strongly,na,agree_strongly,agree_strongly,na,agree,agree_strongly,agree_strongly,agree,agree,agree,agree,agree,uuid:c4f2ae29-3516-49fd-899f-905d1cf21723,c4f2ae29-3516-49fd-899f-905d1cf21723,2014-12-16T15:32:04
12/15/14,Jame Marie Sian,PH061910005_CA277,0,0,2,1,0,0,0,1,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,na,na,na,na,agree_strongly,na,na,disagree,agree,agree,na,agree_strongly,na,na,agree,neither,agree,agree_strongly,agree_strongly,agree,neither,neither,uuid:d5d2e02c-bab6-4f72-a382-a82a81d8b3a8,d5d2e02c-bab6-4f72-a382-a82a81d8b3a8,2014-12-16T15:32:05
12/15/14,Jame Marie Sian,PH061910005_CA279,0,0,0,0,1,0,0,0,0,1,1,1,2,OK,free_private,no,n/a,0,1,1,agri_worker,n/a,agri_worker,n/a,neither,neither,agree,agree,agree,agree,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,neither,neither,neither,neither,neither,na,disagree,agree,na,agree_strongly,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:454640d9-f3df-4a3a-8db5-1e884d9b3e2d,454640d9-f3df-4a3a-8db5-1e884d9b3e2d,2014-12-16T15:32:06
12/15/14,Jame Marie Sian,PH061910005_CA280,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,neither,na,agree,agree,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,na,na,na,na,agree_strongly,na,neither,neither,neither,neither,na,neither,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,uuid:d7fdfda2-f833-4cf6-9b6d-cde92cc346f4,d7fdfda2-f833-4cf6-9b6d-cde92cc346f4,2014-12-16T15:32:09
12/15/14,Jame Marie Sian,PH061910025_CA334,1,0,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,neither,neither,na,agree,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:a879266b-25e6-454a-99a3-b1f6401406db,a879266b-25e6-454a-99a3-b1f6401406db,2014-12-16T15:32:11
12/15/14,Jame Marie Sian,PH061910025_CA338,0,0,0,0,0,0,0,1,1,0,0,2,2,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,neither,agree,agree,agree,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:4987d177-7c05-4ece-985a-4b66dd3853b7,4987d177-7c05-4ece-985a-4b66dd3853b7,2014-12-16T15:32:12
12/15/14,Jame Marie Sian,PH061910025_CA339,0,0,0,3,0,1,0,0,2,0,3,3,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,neither,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,agree,disagree,na,neither,na,agree,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,uuid:a8ac53c3-8bc9-46f1-ae09-58d0088da39f,a8ac53c3-8bc9-46f1-ae09-58d0088da39f,2014-12-16T15:32:13
12/16/14,Jame Marie Sian,PH061909032_CA262,0,1,1,1,0,0,0,0,1,0,3,1,4,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree,neither,neither,agree_strongly,agree_strongly,disagree,disagree,disagree,disagree,agree,disagree_strongly,neither,neither,neither,agree,na,agree_strongly,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:3f54feff-8827-4a4b-82c2-553bbcd4020f,3f54feff-8827-4a4b-82c2-553bbcd4020f,2014-12-16T15:32:14
12/16/14,Jame Marie Sian,PH061909011_CA216,0,0,1,1,0,0,0,2,0,0,2,2,4,OK,free_private,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,neither,neither,neither,neither,agree,na,na,na,agree,agree_strongly,agree_strongly,agree_strongly,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,uuid:e94b6dba-39c8-404f-9649-0c4350fb3d67,e94b6dba-39c8-404f-9649-0c4350fb3d67,2014-12-16T15:32:15
12/16/14,Jame Marie Sian,PH061909011_CA217,0,2,0,1,0,0,0,0,1,0,3,1,4,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,na,agree,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree_strongly,na,na,na,na,agree,na,neither,neither,na,agree_strongly,na,agree,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,uuid:e5de8b5f-a75c-41fa-a3b1-58d472e6841a,e5de8b5f-a75c-41fa-a3b1-58d472e6841a,2014-12-16T15:32:17
12/16/14,Jame Marie Sian,PH061910008_CA295,0,0,1,1,0,0,0,0,0,1,2,1,3,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree,agree,agree_strongly,agree,agree_strongly,na,na,na,na,agree_strongly,agree,agree,agree,agree,agree,agree,na,agree,neither,neither,neither,agree,neither,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:f3d5d9a8-7b6c-4954-a551-0f9b066391d4,f3d5d9a8-7b6c-4954-a551-0f9b066391d4,2014-12-16T15:32:18
12/16/14,Jame Marie Sian,PH061910008_CA297,0,2,3,1,0,0,0,0,1,0,6,1,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,na,na,na,na,agree_strongly,agree_strongly,na,na,na,na,agree,na,neither,neither,agree,agree,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree,uuid:4c2b5941-37a5-4646-93b2-1f35dcbb14cc,4c2b5941-37a5-4646-93b2-1f35dcbb14cc,2014-12-16T15:32:20
12/16/14,Jame Marie Sian,PH061910008_CA298,0,0,0,2,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree_strongly,agree_strongly,na,na,agree_strongly,agree_strongly,neither,neither,neither,neither,agree_strongly,na,neither,neither,na,agree,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree,agree_strongly,agree,agree_strongly,agree,uuid:368863ea-52de-4e44-b5a3-ecb89bdf249b,368863ea-52de-4e44-b5a3-ecb89bdf249b,2014-12-16T15:32:21
12/16/14,Jame Marie Sian,PH061910008_CA296,0,0,0,1,0,0,0,1,1,0,1,2,3,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:81e4a8ae-4ade-4d25-9e65-d8a17e7807b6,81e4a8ae-4ade-4d25-9e65-d8a17e7807b6,2014-12-16T15:32:22
12/16/14,Jame Marie Sian,PH061910014_CA320,0,0,0,2,0,0,0,0,1,0,2,1,3,OK,rent,no,n/a,0,0,0,daily_wage,n/a,daily_wage,n/a,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,neither,neither,agree_strongly,agree_strongly,na,na,na,na,agree_strongly,na,agree,agree,na,agree_strongly,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:896b5ce2-8d5e-4833-b901-249c7fe73f51,896b5ce2-8d5e-4833-b901-249c7fe73f51,2014-12-16T15:32:24
12/16/14,Jame Marie Sian,PH061910014_CA326,0,1,0,2,1,0,0,1,1,1,4,3,7,OK,own,yes,male,1,0,0,agri_worker,n/a,agri_worker,n/a,agree_strongly,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree,agree,agree,agree,agree_strongly,na,neither,neither,neither,agree_strongly,na,agree_strongly,agree_strongly,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:bf1042dc-1dc4-4b08-a92b-4185b5060f1f,bf1042dc-1dc4-4b08-a92b-4185b5060f1f,2014-12-16T15:32:25
12/16/14,Jame Marie Sian,PH061910014_CA327,0,1,0,1,1,0,1,2,2,1,3,6,9,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,na,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree_strongly,neither,neither,disagree,disagree,agree_strongly,agree_strongly,agree,agree,agree,agree,agree_strongly,na,na,neither,neither,agree,na,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:c5aedfd8-47cc-439c-aba3-bc2771731f9c,c5aedfd8-47cc-439c-aba3-bc2771731f9c,2014-12-16T15:32:27
12/12/14,Jon Bernadette Lema,PH061909004_CA204,0,1,1,2,0,0,0,2,2,0,4,4,8,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agri_worker,n/a,agree,disagree,disagree,agree,agree,agree,agree,agree_strongly,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,na,disagree,disagree_strongly,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ef09aedb-b926-4665-8109-25f1811f0c61,ef09aedb-b926-4665-8109-25f1811f0c61,2014-12-16T15:33:43
12/12/14,Jon Bernadette Lema,PH061909006_CA209,0,0,0,2,0,0,0,1,2,0,2,3,5,OK,own,yes,male,1,0,0,agri_worker,n/a,agriculture,n/a,disagree,disagree,disagree,agree,agree,agree,agree,agree_strongly,na,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,na,agree,agree,na,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:919be5d4-4226-4e1d-92d0-c2f7ddf6cb44,919be5d4-4226-4e1d-92d0-c2f7ddf6cb44,2014-12-16T15:33:45
12/12/14,Jon Bernadette Lema,PH061909007_CA215,0,0,1,3,0,1,0,0,2,0,4,3,7,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,disagree,na,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,na,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,uuid:88eefdfb-d7ec-47c1-b941-eb4c8faacf55,88eefdfb-d7ec-47c1-b941-eb4c8faacf55,2014-12-16T15:33:46
12/12/14,Jon Bernadette Lema,PH061909022_CA236,0,1,0,1,1,0,2,0,1,1,3,4,7,OK,free_private,no,n/a,0,0,0,assistance_other,n/a,assistance_other,n/a,disagree,disagree,disagree,disagree,disagree,agree,agree,agree_strongly,disagree,unsure,agree,agree,na,na,agree,agree,agree,agree,na,na,disagree,disagree,disagree,disagree,na,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8d83100c-5356-4925-9f69-f3484d951ba4,8d83100c-5356-4925-9f69-f3484d951ba4,2014-12-16T15:33:47
12/12/14,Jon Bernadette Lema,PH061909028_CA242,0,0,3,2,0,0,1,2,1,0,5,4,9,OK,free_private,no,n/a,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,na,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,na,na,agree,na,agree,agree,agree,agree,agree,agree_strongly,agree,agree,uuid:82d0149d-714d-4df6-ad20-20f892383950,82d0149d-714d-4df6-ad20-20f892383950,2014-12-16T15:33:48
12/12/14,Jon Bernadette Lema,PH061909031_CA252,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,disagree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:d3f25303-624e-4b2b-bdb5-36d482174b48,d3f25303-624e-4b2b-bdb5-36d482174b48,2014-12-16T15:33:49
12/12/14,Jon Bernadette Lema,PH061909031_CA253,0,2,0,1,0,0,1,1,1,0,3,3,6,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,agree,na,na,agree,agree,na,na,agree,na,agree,agree,agree,agree,na,na,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:324a5bd7-aa6f-4c35-8315-335628b6466d,324a5bd7-aa6f-4c35-8315-335628b6466d,2014-12-16T15:33:50
12/12/14,Jon Bernadette Lema,PH061909017_CA226,0,0,0,2,0,0,0,0,1,0,2,1,3,OK,ancestral_domain,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,disagree,agree,agree,agree,agree,na,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,disagree,na,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:96a1bd82-b5c5-4f10-a6a5-6cf444f369d0,96a1bd82-b5c5-4f10-a6a5-6cf444f369d0,2014-12-16T15:33:55
12/12/14,Jon Bernadette Lema,PH061909027_CA239,0,1,0,1,0,0,2,1,1,1,2,5,7,OK,free_private,yes,female,0,1,0,agri_worker,n/a,other,Luto luto,agree,agree,disagree,na,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:16034282-2274-400b-a930-4d72ec4f954c,16034282-2274-400b-a930-4d72ec4f954c,2014-12-16T15:33:57
12/13/14,Jofil Danos,PH061910006_CA286,0,2,0,1,0,0,0,0,0,1,3,1,4,OK,own_rent,no,n/a,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,agree,disagree_strongly,disagree_strongly,agree_strongly,agree_strongly,disagree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,disagree,neither,agree,disagree_strongly,disagree_strongly,disagree,neither,agree,agree_strongly,neither,agree,disagree_strongly,agree,agree_strongly,agree,agree,agree,agree_strongly,uuid:5e2ca350-6a97-4dee-9d19-21eb199eaf71,5e2ca350-6a97-4dee-9d19-21eb199eaf71,2014-12-16T15:33:58
12/13/14,Jofil Danos,PH061910011_CA301,0,1,2,1,0,1,0,1,1,0,4,3,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,neither,disagree_strongly,neither,neither,neither,agree_strongly,disagree,disagree,agree,agree_strongly,agree,agree_strongly,agree,agree_strongly,disagree_strongly,agree,agree,agree,neither,neither,neither,neither,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,agree,disagree_strongly,agree_strongly,agree_strongly,agree,agree,disagree,neither,agree,agree,uuid:1a63839a-accd-46ae-9fac-15fc6ad9aa09,1a63839a-accd-46ae-9fac-15fc6ad9aa09,2014-12-16T15:33:59
12/13/14,Jofil Danos,PH061902012_CA023,0,0,0,0,1,0,0,1,0,1,1,2,3,OK,free_private,no,n/a,0,0,1,agriculture,n/a,agriculture,n/a,neither,disagree_strongly,disagree_strongly,na,neither,agree_strongly,agree_strongly,agree_strongly,agree,neither,agree_strongly,agree,disagree,disagree_strongly,neither,agree,disagree_strongly,agree,disagree_strongly,disagree,neither,disagree,neither,disagree_strongly,na,disagree_strongly,neither,agree,agree,agree,agree_strongly,agree_strongly,agree,agree,neither,neither,unsure,agree_strongly,uuid:b5ca2591-f6b6-4907-850a-2182c2759794,b5ca2591-f6b6-4907-850a-2182c2759794,2014-12-16T15:34:01
12/13/14,Jofil Danos,PH061902016_CA040,0,0,0,0,0,0,0,1,0,1,0,2,2,OK,free_private,yes,female,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree_strongly,neither,disagree,agree,agree,agree,agree,neither,agree,neither,neither,agree,agree,disagree_strongly,agree,neither,disagree,disagree,disagree_strongly,disagree,neither,na,disagree_strongly,neither,disagree,agree,disagree_strongly,neither,agree,agree,agree,neither,neither,neither,agree,uuid:d8592abb-8001-4fb9-837e-d83fc2a26fc2,d8592abb-8001-4fb9-837e-d83fc2a26fc2,2014-12-16T15:34:02
12/13/14,Jofil Danos,PH061902016_CA039,0,0,0,0,0,0,0,0,0,1,0,1,1,OK,free_private,yes,female,0,0,1,agriculture,n/a,agriculture,n/a,disagree_strongly,disagree_strongly,neither,neither,neither,disagree,disagree,agree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,agree,disagree_strongly,disagree_strongly,agree,agree_strongly,disagree,agree,agree_strongly,agree_strongly,neither,na,na,agree,na,disagree_strongly,neither,agree,agree,na,agree_strongly,disagree,agree_strongly,unsure,neither,neither,unsure,unsure,uuid:dae5cf2d-d809-4a88-8fcd-98756f35d17b,dae5cf2d-d809-4a88-8fcd-98756f35d17b,2014-12-16T15:34:04
12/13/14,Jofil Danos,PH061902022_CA074,0,0,0,1,0,1,0,0,1,0,1,2,3,OK,free_private,no,n/a,0,0,0,daily_wage,n/a,agriculture,n/a,disagree_strongly,disagree_strongly,agree,neither,disagree,disagree,neither,agree_strongly,agree,unsure,neither,agree_strongly,agree,agree_strongly,agree,agree,neither,agree_strongly,agree_strongly,agree,disagree,na,disagree_strongly,disagree_strongly,na,disagree_strongly,disagree,disagree_strongly,disagree,unsure,neither,agree_strongly,agree_strongly,agree,agree,neither,neither,agree_strongly,uuid:9821df56-8e58-4e73-b89f-9e0b09cd5890,9821df56-8e58-4e73-b89f-9e0b09cd5890,2014-12-16T15:34:05
12/13/14,Jofil Danos,PH061902002_CA004,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,0,0,livestock_poultry,n/a,daily_wage,n/a,disagree,disagree,disagree,neither,neither,agree,neither,agree,neither,unsure,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,neither,agree,agree,agree,disagree,disagree,neither,disagree,disagree,disagree,disagree,agree,neither,neither,agree,agree,agree,agree,neither,neither,neither,agree,uuid:aa7f9dde-fe39-416d-9487-811a0a5d32e0,aa7f9dde-fe39-416d-9487-811a0a5d32e0,2014-12-16T15:34:06
