today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
12/13/14,Mary Shyane Servidad,PH061902003_CA012,0,0,3,0,0,0,0,0,1,1,3,2,5,OK,free_private,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,na,agree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,na,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:fa52d034-c677-4aec-9193-ba4c1c90510c,fa52d034-c677-4aec-9193-ba4c1c90510c,2014-12-14T03:19:55
12/13/14,Mary Shyane Servidad,PH061902003_CA013,0,0,0,0,1,0,0,0,0,1,1,1,2,OK,own_rent,yes,male,0,0,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,na,disagree,agree,agree,agree,unsure,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,na,na,disagree,na,disagree,na,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a9c58674-618c-4b80-93e6-fb217b8e4739,a9c58674-618c-4b80-93e6-fb217b8e4739,2014-12-14T03:19:56
12/13/14,Mary Shyane Servidad,PH061902022_CA076,0,0,0,2,0,0,0,2,0,0,2,2,4,OK,free_private,yes,male,0,1,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,na,disagree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,uuid:a428d03e-a727-4cd3-9363-934ab6e452e6,a428d03e-a727-4cd3-9363-934ab6e452e6,2014-12-14T03:19:57
12/13/14,Mary Shyane Servidad,PH061902022_CA075,0,0,0,0,0,0,0,0,0,2,0,2,2,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,na,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,na,agree,unsure,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:3299394a-153e-47a4-b32c-885e97ed3de6,3299394a-153e-47a4-b32c-885e97ed3de6,2014-12-14T03:19:58
12/13/14,Mary Shyane Servidad,PH061902002_CA008,0,0,0,0,1,0,0,0,0,1,1,1,2,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,charcoal_making,n/a,agree,disagree,disagree,agree,agree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:4b1c2e99-e880-40e3-8b3e-6cfe362785ae,4b1c2e99-e880-40e3-8b3e-6cfe362785ae,2014-12-14T03:19:59
12/12/14,ELEANOR TAFALLA,PH060415015_AK296,0,0,1,2,1,0,0,1,2,0,4,3,7,OK,own,no,n/a,0,0,0,skilled_labor,n/a,skilled_labor,n/a,neither,disagree_strongly,agree,agree,agree,agree,agree,agree,neither,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:4e500f9f-41d3-4a96-9952-63b8cea4fe42,4e500f9f-41d3-4a96-9952-63b8cea4fe42,2014-12-15T08:18:45
12/12/14,FRANZ CARPIO,PH060415015_AK300,0,0,0,3,1,0,0,0,1,0,4,1,5,OK,own,no,n/a,0,0,0,other,None,other,None,agree,neither,agree,agree,agree,agree,agree,agree,neither,agree,disagree,neither,disagree,disagree,agree,agree,neither,disagree,disagree,disagree,agree,na,agree,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:a4c8fcee-97ea-4a0a-aa45-68cb81092cec,a4c8fcee-97ea-4a0a-aa45-68cb81092cec,2014-12-15T08:24:45
12/12/14,REN ROSE VIDAL,PH060415003_AK259,0,0,0,5,1,0,0,1,0,1,6,2,8,OK,own,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree,agree,na,agree,agree,agree,agree,neither,neither,agree,agree,neither,neither,agree,agree,neither,agree,disagree,neither,agree,na,agree,neither,na,neither,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:9186126a-5f1d-4fa6-b24f-8857cbccf323,9186126a-5f1d-4fa6-b24f-8857cbccf323,2014-12-15T08:24:46
12/12/14,GAY BERDONES,PH060415003_AK261,0,0,2,1,0,0,0,0,1,0,3,1,4,OK,own_rent,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,disagree,agree,na,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,agree,agree,agree,neither,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2a0fb0b7-6a29-44b3-b960-c31fbc1d5757,2a0fb0b7-6a29-44b3-b960-c31fbc1d5757,2014-12-15T08:24:47
12/12/14,ELEANOR TAFALLA,PH060415003_AK263,0,0,0,3,0,0,0,0,1,1,3,2,5,OK,free_private,no,n/a,0,0,0,other,House wife,other,House wife,neither,disagree,agree,agree,agree,agree,agree,agree,neither,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,na,agree,na,agree,neither,disagree,neither,agree,agree,neither,neither,neither,agree,agree,uuid:278a1b09-9fac-447f-a086-fb79c2b5278c,278a1b09-9fac-447f-a086-fb79c2b5278c,2014-12-15T08:24:47
12/15/14,ELEANOR TAFALLA,PH060403007_AK132,0,0,0,1,0,0,3,0,1,0,1,4,5,OK,free_private,no,n/a,0,0,0,other,House wife,other,House wife,disagree,disagree,agree,na,disagree,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,neither,disagree,agree,agree,na,agree,agree,agree,na,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:dcfcfc02-9522-458b-bb8a-43d640bf8b0a,dcfcfc02-9522-458b-bb8a-43d640bf8b0a,2014-12-15T08:24:59
12/15/14,GAY BERDONES,PH060403007_AK131,0,0,2,4,0,0,0,0,4,0,6,4,10,OK,free_private,no,n/a,0,0,0,small_business,n/a,agri_worker,n/a,disagree,disagree,agree,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,neither,disagree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:fc74d9e8-157d-4f6f-a064-40174012cd44,fc74d9e8-157d-4f6f-a064-40174012cd44,2014-12-15T08:25:04
12/15/14,REN ROSE VIDAL,PH060403007_AK133,0,0,2,1,0,0,1,1,1,0,3,3,6,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,disagree,neither,agree,agree,agree,disagree,agree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,neither,neither,agree,agree,neither,neither,agree,agree,disagree,agree,agree,agree,neither,neither,agree,agree,agree,uuid:a97fba69-376d-47ba-96b8-f493e42af84e,a97fba69-376d-47ba-96b8-f493e42af84e,2014-12-15T08:25:11
12/12/14,HARBE REMILLA,PH060415015_AK304,0,0,0,2,0,0,0,0,2,1,2,3,5,OK,own,yes,male,0,1,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,agree,disagree,agree,agree,disagree,neither,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,disagree_strongly,na,agree,disagree,agree,agree,disagree,agree,agree,neither,agree,agree,agree,agree,agree,uuid:54fb9473-1a95-4608-a39c-7f76a966aae4,54fb9473-1a95-4608-a39c-7f76a966aae4,2014-12-15T08:25:24
12/12/14,HARBE REMILLA,PH060415015_AK298,0,0,0,1,1,0,0,0,0,1,2,1,3,OK,own,yes,female,0,0,0,other,Massage,other,Massage,agree_strongly,agree,agree_strongly,agree,agree,agree_strongly,agree,agree_strongly,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:59054013-e819-4afa-9f3b-f9e37f464bff,59054013-e819-4afa-9f3b-f9e37f464bff,2014-12-15T08:25:24
12/15/14,FRANZ CARPIO,PH060403008_AK137,0,0,2,0,0,0,0,2,1,0,2,3,5,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,agree,disagree,agree,disagree,neither,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither,agree,neither,disagree,disagree,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,unsure,agree,agree,agree,agree,uuid:98f9a9fa-8e47-4a01-a0be-cc7992f9e299,98f9a9fa-8e47-4a01-a0be-cc7992f9e299,2014-12-15T08:25:25
12/12/14,HARBE REMILLA,PH060415003_AK260,0,0,0,0,0,0,0,1,1,0,0,2,2,OK,own,yes,female,0,0,0,other,Porter,other,Sari sari store,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,na,neither,disagree,disagree,neither,agree,agree,agree,neither,agree,agree,agree,uuid:abdaa0b7-07ec-43c3-b413-d1e2e5f01c9d,abdaa0b7-07ec-43c3-b413-d1e2e5f01c9d,2014-12-15T08:25:26
12/15/14,MARITES TEJADA,PH060415015_AK310,0,1,0,1,0,0,0,0,1,0,2,1,3,OK,free_private,no,n/a,0,1,0,agri_worker,n/a,agri_worker,n/a,neither,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,disagree,na,neither,neither,neither,disagree,disagree,disagree,na,neither,disagree,agree,agree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,uuid:5ec84f84-e5e5-4a01-b3b3-37289731dcb2,5ec84f84-e5e5-4a01-b3b3-37289731dcb2,2014-12-15T08:25:32
12/15/14,FRANZ CARPIO,PH060403028_AK234,0,0,0,4,0,0,0,0,2,0,4,2,6,OK,own,no,n/a,0,1,1,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,neither,agree,neither,agree,neither,neither,disagree,disagree,disagree,disagree,agree,agree,neither,neither,disagree,neither,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:ec3c8872-e970-49f4-bb55-b1d69ab187c5,ec3c8872-e970-49f4-bb55-b1d69ab187c5,2014-12-15T08:25:42
12/15/14,MARITES TEJADA,PH060403028_AK236,0,0,0,3,1,0,0,0,3,1,4,4,8,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,neither,agree,disagree,agree,agree,agree,disagree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neither,na,agree,neither,na,neither,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:c59b2f6b-40ec-4516-95b0-0d96e9fa8d93,c59b2f6b-40ec-4516-95b0-0d96e9fa8d93,2014-12-15T08:25:48
12/15/14,MAYLYN MIQUE,PH060403028_AK242,0,1,0,1,0,0,2,0,1,0,2,3,5,OK,free_private,no,n/a,0,1,0,other,House wife,other,House wife,disagree,disagree,agree,agree,disagree,agree,agree,agree,agree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:cf29396c-b071-4980-afec-0f03f54970a4,cf29396c-b071-4980-afec-0f03f54970a4,2014-12-15T08:26:01
12/15/14,HARBE REMILLA,PH060403028_AK245,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,free_private,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree,neither,neither,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,neither,neither,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,agree,uuid:f38c4a5e-a7ed-4e7c-96b0-a84d97b54633,f38c4a5e-a7ed-4e7c-96b0-a84d97b54633,2014-12-15T08:26:12
12/15/14,REN ROSE VIDAL,PH060403006_AK129,0,0,5,1,0,0,0,1,2,0,6,3,9,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree_strongly,disagree,agree,neither,agree,agree,agree,unsure,agree,agree,agree,neither,neither,agree,agree,neither,neither,neither,neither,neither,disagree,neither,disagree,neither,neither,neither,neither,agree,neither,agree,agree,agree,unsure,neither,agree,agree,agree,uuid:579207c3-6b99-4ca9-b92d-8e23609dd366,579207c3-6b99-4ca9-b92d-8e23609dd366,2014-12-15T08:26:24
12/12/14,HARBE REMILLA,PH060415015_AK302,0,0,1,5,0,0,0,0,2,0,6,2,8,OK,own,yes,male,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:0a365f53-237e-4879-9ed4-1c3b45acdf47,0a365f53-237e-4879-9ed4-1c3b45acdf47,2014-12-15T08:26:50
12/15/14,HARBE REMILLA,PH060415015_AK308,0,0,0,1,0,0,1,4,1,1,1,7,8,OK,own,yes,male,1,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree,agree,agree,agree,agree,neither,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,neither,disagree,disagree,agree,neither,agree,agree,agree,agree,agree,uuid:f424c593-2d82-4e75-a5ea-9ab1c5eb40fe,f424c593-2d82-4e75-a5ea-9ab1c5eb40fe,2014-12-15T08:26:51
12/15/14,FRANZ CARPIO,PH060403028_AK237,0,0,2,2,0,0,0,2,1,0,4,3,7,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,neither,disagree,neither,neither,agree,agree,agree,agree,agree,agree,agree,disagree,na,agree,agree,disagree,na,disagree,na,neither,disagree,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,neither,neither,agree,agree,agree,uuid:228d05c4-721f-462e-bfbc-8c6366decc61,228d05c4-721f-462e-bfbc-8c6366decc61,2014-12-15T08:26:52
12/15/14,HARBE REMILLA,PH060403028_AK243,0,1,2,0,1,0,0,0,1,0,4,1,5,OK,own,no,n/a,0,1,0,agriculture,n/a,agriculture,n/a,neither,disagree,neither,neither,neither,agree,agree,agree,agree,agree,neither,neither,disagree,na,neither,neither,neither,neither,disagree,na,neither,disagree,neither,disagree,neither,neither,disagree,neither,agree,neither,agree,agree,agree,unsure,neither,agree,agree,agree,uuid:8d163479-14c5-4f1c-92cc-7613d30130b3,8d163479-14c5-4f1c-92cc-7613d30130b3,2014-12-15T08:26:53
12/12/14,MAYLYN MIQUE,PH060415015_AK303,0,0,0,1,0,0,1,0,1,0,1,2,3,OK,ancestral_domain,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,neither,neither,disagree,agree_strongly,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,na,neither,agree,agree,agree_strongly,na,agree,agree,agree,agree,agree,agree,agree,agree,uuid:6c20cd4e-98df-4f18-9eb1-b9fbeb3cc6a0,6c20cd4e-98df-4f18-9eb1-b9fbeb3cc6a0,2014-12-15T08:30:32
12/12/14,MAYLYN MIQUE,PH060415015_AK297,0,0,0,2,0,0,0,0,0,1,2,1,3,OK,own,yes,female,0,0,0,other,Labandera,other,Labandera,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,neither,agree,agree,neither,agree,agree,na,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b0eaa9b5-eef6-4c4e-af8b-5cea73634a58,b0eaa9b5-eef6-4c4e-af8b-5cea73634a58,2014-12-15T08:30:33
12/12/14,MAYLYN MIQUE,PH060415003_AK262,0,0,0,0,1,0,0,0,1,1,1,2,3,OK,own,no,n/a,0,1,0,other,Kakanin,other,Tindahan,neither,neither,neither,neither,neither,agree,agree,agree,agree,neither,agree,agree,neither,agree,agree,agree,neither,agree,neither,neither,neither,neither,neither,neither,na,neither,neither,agree,unsure,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:688e78be-6a14-4d6b-a17d-4fbd1f71481d,688e78be-6a14-4d6b-a17d-4fbd1f71481d,2014-12-15T08:30:34
12/12/14,MAYLYN MIQUE,PH060415003_AK258,0,0,1,2,0,0,0,0,1,0,3,1,4,OK,ancestral_domain,no,n/a,0,0,0,fishing,n/a,fishing,n/a,disagree,neither,disagree,neither,disagree,neither,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2b8dd463-863d-4aa9-a0a0-5d714f1fe26e,2b8dd463-863d-4aa9-a0a0-5d714f1fe26e,2014-12-15T08:30:35
12/15/14,HARBE REMILLA,PH060403007_AK135,0,0,2,4,0,0,1,3,2,0,6,6,12,OK,free_private,yes,male,0,1,0,agriculture,n/a,agriculture,n/a,disagree_strongly,disagree,disagree_strongly,agree,disagree,disagree,disagree,agree,agree,agree,agree_strongly,agree,agree,agree,agree,agree,disagree,neither,agree,agree,disagree,neither,disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,neither,agree,agree,neither,agree,uuid:d542214d-1fe7-4a84-83f6-3c9eb4ec41b1,d542214d-1fe7-4a84-83f6-3c9eb4ec41b1,2014-12-15T08:30:37
12/15/14,HARBE REMILLA,PH060403007_AK134,0,1,3,4,0,1,0,0,1,0,8,2,10,OK,own,yes,male,0,0,1,charcoal_making,n/a,charcoal_making,n/a,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,neither,agree,agree,agree,agree,disagree,neither,neither,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:50526c23-1cfc-40e8-8ea0-f23dd2648566,50526c23-1cfc-40e8-8ea0-f23dd2648566,2014-12-15T08:30:38
12/15/14,GAY BERDONES,PH060415015_AK293,0,0,0,1,0,0,0,2,4,0,1,6,7,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,neither,disagree_strongly,neither,agree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:2ca506c2-7dc8-4cec-b42e-693b523a856b,2ca506c2-7dc8-4cec-b42e-693b523a856b,2014-12-15T08:30:39
12/15/14,ELEANOR TAFALLA,PH060415015_AK294,0,0,0,3,0,0,0,1,5,0,3,6,9,OK,own,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,neither,disagree,neither,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:18dc754f-6f1f-4ef5-bf31-b67fae14cbe3,18dc754f-6f1f-4ef5-bf31-b67fae14cbe3,2014-12-15T08:30:40
12/15/14,MAYLYN MIQUE,PH060415015_AK301,0,0,2,2,0,0,0,1,2,0,4,3,7,OK,own,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,neither,disagree,disagree,agree,agree,agree,disagree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,na,agree,agree,agree,neither,neither,agree,neither,neither,agree,agree,agree,agree,neither,neither,agree,agree,uuid:512634e1-aa61-499f-9bf7-8e930085fc2b,512634e1-aa61-499f-9bf7-8e930085fc2b,2014-12-15T08:30:41
12/15/14,FRANZ CARPIO,PH060415015_AK307,0,0,2,1,1,0,0,3,3,1,4,7,11,OK,free_private,no,n/a,1,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,agree,agree,disagree,agree,agree,agree,disagree,disagree,agree,agree,neither,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree_strongly,agree,neither,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,uuid:1238069d-d09c-495f-bbaf-15a38702c438,1238069d-d09c-495f-bbaf-15a38702c438,2014-12-15T08:30:42
12/15/14,MAYLYN MIQUE,PH060415015_AK309,0,0,0,2,0,0,0,1,2,0,2,3,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree_strongly,disagree_strongly,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,na,agree,neither,agree,neither,agree,neither,agree,agree,agree,neither,agree,agree,neither,agree,neither,agree,uuid:6576b5e2-74bb-4014-b167-9da4e22acefd,6576b5e2-74bb-4014-b167-9da4e22acefd,2014-12-15T08:30:43
12/15/14,ELEANOR TAFALLA,PH060403008_AK136,0,0,4,5,0,0,0,0,2,0,9,2,11,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,disagree,neither,agree,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:55807cf4-ba29-4ef3-9e27-6ffb7a9a99a4,55807cf4-ba29-4ef3-9e27-6ffb7a9a99a4,2014-12-15T08:30:44
12/15/14,REN ROSE VIDAL,PH060403028_AK240,0,1,3,3,0,0,0,0,1,0,7,1,8,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,neither,agree,agree,disagree,disagree,agree,disagree_strongly,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,agree,disagree,disagree,disagree_strongly,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,agree,agree_strongly,uuid:560ce4e9-fe65-451f-9bc6-cb16dd0e43e1,560ce4e9-fe65-451f-9bc6-cb16dd0e43e1,2014-12-15T08:30:45
12/15/14,REN ROSE VIDAL,PH060403028_AK239,0,0,3,1,0,0,0,0,0,0,4,0,4,OK,own,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,disagree,agree,agree,agree,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree,disagree,na,disagree,disagree,agree,disagree,disagree,neither,na,agree,agree,agree,agree,agree,disagree,agree,agree,uuid:87381725-8638-4c04-89d4-194729cd1730,87381725-8638-4c04-89d4-194729cd1730,2014-12-15T08:30:46
12/15/14,JAMES PAUL CARILLO,PH060415015_AK299,0,0,0,1,0,0,0,0,1,1,1,2,3,OK,own,no,n/a,0,0,1,agriculture,n/a,agriculture,n/a,agree,neither,agree,na,neither,agree,neither,agree,neither,neither,agree,agree,neither,agree,agree,agree,neither,agree,neither,neither,agree,neither,agree,neither,na,agree,na,agree,agree,agree,agree,agree,agree,neither,neither,agree,agree,agree,uuid:f5c7c1e2-67f3-446f-8669-fb10926c15e1,f5c7c1e2-67f3-446f-8669-fb10926c15e1,2014-12-15T08:30:47
12/15/14,FRANZ CARPIO,PH060415015_AK306,0,0,4,1,0,0,0,2,1,0,5,3,8,OK,own,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,neither,neither,agree,agree,neither,agree,neither,agree,neither,agree,agree,agree,neither,neither,agree,agree,disagree,na,disagree,na,neither,na,na,disagree,disagree,disagree,agree,neither,agree,agree,agree,agree,agree,neither,neither,neither,agree,agree,uuid:24f45a0d-4e08-47c9-ab5c-56308f913200,24f45a0d-4e08-47c9-ab5c-56308f913200,2014-12-15T08:30:48
12/15/14,ELEANOR TAFALLA,PH060403006_AK128,0,1,2,1,0,0,0,0,1,0,4,1,5,OK,free_private,no,n/a,1,0,0,skilled_labor,n/a,skilled_labor,n/a,agree,neither,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,neither,neither,agree,neither,agree,neither,agree,agree,agree,disagree,agree,agree,agree,neither,neither,agree,neither,agree,uuid:6589bbf8-44ba-4eb3-bb8f-7d563bda5227,6589bbf8-44ba-4eb3-bb8f-7d563bda5227,2014-12-15T08:30:49
12/15/14,FRANZ CARPIO,PH060403006_AK130,0,0,0,1,0,0,1,3,1,0,1,5,6,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,agree,agree,agree,agree,agree,agree,agree_strongly,neither,disagree,disagree,disagree,disagree,agree,agree,neither,agree,disagree,disagree,agree,neither,neither,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:78ec351f-63e2-4415-82c8-d4e3302b2b3e,78ec351f-63e2-4415-82c8-d4e3302b2b3e,2014-12-15T08:30:50
12/15/14,Carlos Gestiada Jr,PH061905005_CA171,0,0,1,1,0,0,0,0,1,0,2,1,3,OK,free_private,yes,male,0,0,0,charcoal_making,n/a,daily_wage,n/a,disagree,disagree_strongly,agree,na,agree,agree_strongly,agree_strongly,agree_strongly,agree,agree,agree,agree_strongly,agree,disagree_strongly,agree,agree_strongly,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,na,agree,agree_strongly,agree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,uuid:75fa89a4-4b7e-4ece-82fd-2482c58d0feb,75fa89a4-4b7e-4ece-82fd-2482c58d0feb,2014-12-16T02:07:12
12/15/14,Carlos Gestiada Jr,PH061905005_CA172,0,0,0,3,1,0,0,0,1,1,4,2,6,OK,free_private,no,n/a,0,0,1,fishing,n/a,fishing,n/a,disagree,disagree_strongly,agree,agree,disagree,agree,agree_strongly,agree_strongly,na,disagree_strongly,neither,disagree,agree,disagree,agree_strongly,agree_strongly,agree_strongly,disagree,agree,agree,disagree,disagree,disagree,disagree,na,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree_strongly,disagree,agree_strongly,neither,agree_strongly,uuid:cfe10ea3-7c46-4e25-a63f-587fd5348b3a,cfe10ea3-7c46-4e25-a63f-587fd5348b3a,2014-12-16T02:07:15
